"Result","Competitor","Nat","Venue","Date","Gender","Event","StateDope"
"42.00","United States","USA","Beijing (National Stadium)","2015-08-29","women","4x100m","NULL"
"42.03","Trinidad and Tobago","TTO","Beijing (National Stadium)","2015-08-29","women","4x100m","NULL"
"42.04","Ukraine","UKR","London (Olympic Stadium)","2012-08-10","women","4x100m","NULL"
"42.04","Netherlands","NED","Amsterdam (Olympisch Stadion)","2016-07-10","women","4x100m","NULL"
"42.08","United States ""B""","USA","Berlin","1987-08-21","women","4x100m","NULL"
"42.09","Christina Lathan,
Romy Müller,
Ingrid Auerswald,
Marlies Göhr","GDR","Torino","1979-08-04","women","4x100m","GDR"
"42.1","Marita Koch,
Romy Müller,
Ingrid Auerswald,
Marlies Göhr","GDR","Karl-Marx-Stadt","1979-06-10","women","4x100m","GDR"
"42.16","EUN","EUN","Barcelona (Estadio Olímpico)","1992-08-08","women","4x100m","NULL"
"42.19","Europe","EUR","Montréal (Olympic Stadium)","1979-08-26","women","4x100m","NULL"
"42.20","SC Motor Jena","GDR","Erfurt","1984-06-02","women","4x100m","GDR"
"42.22","Unattached","UND","Gainesville, FL","2016-04-22","women","4x100m","NULL"
"42.22","USOC West","USA","Durham, NC","1987-07-25","women","4x100m","NULL"
"42.23","Sichuan","CHN","Shanghai","1997-10-23","women","4x100m","NULL"
"42.28","South Florida Elite","UND","Austin (Myers Stadium), TX","2006-04-08","women","4x100m","NULL"
"42.29","Brazil","BRA","Moskva (Luzhniki)","2013-08-18","women","4x100m","NULL"
"42.29","Combination","UND","Stockholm","2008-07-22","women","4x100m","NULL"
"42.29","Bulgaria","BUL","Sofia","1988-06-26","women","4x100m","NULL"
"42.36","Texas A&M University","USA","Fayetteville, AR","2009-06-12","women","4x100m","NULL"
"42.39","Nigeria","NGR","Barcelona (Estadio Olímpico)","1992-08-07","women","4x100m","NULL"
"3:15.17","USSR","URS","Seoul (Olympic Stadium)","1988-10-01","women","4x400m","NULL"
"3:15.51","United States","USA","Seoul (Olympic Stadium)","1988-10-01","women","4x400m","NULL"
"3:15.92","German Democratic Republic","GDR","Erfurt (Dimitroff Stadium)","1984-06-03","women","4x400m","GDR"
"3:16.71","United States","USA","Stuttgart (Gottlieb-Daimler Stadion)","1993-08-22","women","4x400m","NULL"
"3:16.87","German Democratic Republic","GDR","Stuttgart (Gottlieb-Daimler Stadion)","1986-08-31","women","4x400m","GDR"
